-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Data","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"P-CESS","A UT Puducherry",24.8399,24.3676,22.2284,39.684,43.7802,64.3663,93.705,75.338,60.4584,75.9278,81.8287,102.8057
"P-CESS","Andhra Pradesh",197.6506,220.218,494.7182,733.334,590.8069,777.1033,155.9018,163.8184,283.4757,324.3361,639.4405,609.2671
"P-CESS","Arunachal Pradesh",31.077,42.8869,51.6106,38.6443,57.5919,71.6453,90.2131,139.8529,139.1496,161.6852,152.0007,398.9817
"P-CESS","Assam",44.4824,25.8052,23.714,14.7693,28.4231,35.1782,35.246,147.9528,253.9391,475.0746,435.3555,164.8205
"P-CESS","Bihar",96.8979,84.316,43.4881,142.1198,128.7417,136.0211,323.6462,592.3415,790.4729,609.1532,1115.6943,1075.9171
"P-CESS","Chattisgarh",0.0,43.6624,103.9691,136.8214,184.9079,255.2178,364.8,501.5892,731.6219,707.8332,801.986,827.5932
"P-CESS","D NCT Delhi",188.0663,228.0067,259.0178,257.1699,323.4913,332.1183,277.7538,384.4334,626.1343,681.3173,636.9388,536.7373
"P-CESS","Goa",36.5706,72.5737,46.205,55.2772,88.6774,90.8353,95.8824,121.9363,141.8786,188.2171,210.9768,205.5412
"P-CESS","Gujarat",618.6359,941.6233,786.7955,965.8035,1139.2383,1431.8668,1804.0748,1573.7253,1910.8126,2000.9629,2022.5681,2665.8088
"P-CESS","Haryana",164.4909,142.6856,191.1909,214.2848,293.6766,286.9456,439.108,649.3467,922.1697,1109.2766,1070.0015,1229.6843
