-----
{
 "description": "The table gives the Production of Major Crops in India for the years 1970-71, 1980-81, 1990-91, 2000-01, 2007-08, 2008-09, 2009-10, 2010-11 and 2011-12. it provides the commodity-wise production of food grains and non-food grains.", 
 "file_name": "tab112.xls", 
 "title": "Download XLS for Production of Major Crops(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab112.xls"
}
-----
"","1.12 PRODUCTION OF MAJOR CROPS","","","","","","","","","",""
"","","","","","","","","","","(Tonnes)",""
"","Group/Commodity","Unit","1970-71","1980-81","1990-91","2000-01","2007-08","2008-09","2009-10","2010-11","2011-12a"
"",1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
"","Foodgrains","Million",108.4,129.6,176.4,196.8,230.8,234.4,218.1,244.5,257.4
"","Kharif","Million",68.9,77.7,99.4,102.1,121.0,118.1,104.0,120.9,129.9
"","Rabi","Million",39.5,51.9,77.0,94.7,109.8,116.3,114.1,123.6,127.5
"","Cereals","Million",96.6,119.0,162.1,185.7,216.0,219.9,203.4,226.3,240.2
"","Kharif","Million",65.0,73.9,94.0,97.6,114.6,113.5,99.7,113.8,123.8
"","Rabi","Million",31.6,45.1,68.1,88.1,101.5,106.4,103.7,112.5,116.4
"","Pulses","Million",11.8,10.6,14.3,11.0,14.8,14.6,14.7,18.2,17.2
"","Kharif","Million",3.9,3.8,5.4,4.4,6.4,4.7,4.2,7.1,6.2
"","Rabi","Million",7.9,6.8,8.9,6.6,8.4,9.9,10.5,11.1,11.1
"","Rice","Million",42.2,53.6,74.3,85.0,96.7,99.2,89.1,96.0,104.3
"","Kharif","Million",39.5,50.1,66.3,72.8,82.7,84.9,75.9,80.7,91.5
"","Rabi","Million",2.7,3.5,8.0,12.2,14.0,14.3,13.2,15.3,12.8
"","Wheat","Million",23.8,36.3,55.1,69.7,78.6,80.7,80.8,86.9,93.9
"","Jowar","Million",8.1,10.4,11.7,7.5,7.9,7.2,6.7,7.0,6.0
"","Kharif","Million",5.8,7.5,8.3,4.5,4.1,3.1,2.8,3.4,3.2
"","Rabi","Million",2.3,2.9,3.4,3.0,3.8,4.1,3.9,3.6,2.8
"","Maize","Million",7.5,7.0,9.0,12.0,19.0,19.7,16.7,21.7,21.6
"","Bajra","Million",8.0,5.3,6.9,6.8,10.0,8.9,6.5,10.4,10.1
"","Gram","Million",5.2,4.3,5.4,3.9,5.8,7.1,7.5,8.2,7.6
"","Tur","Million",1.9,2.0,2.4,2.2,3.1,2.3,2.5,2.9,2.7
"","Oilseeds b","Million",9.6,9.4,18.6,18.4,29.8,27.7,24.9,32.5,30.0
"","Kharif","Million",7.0,5.0,9.8,11.9,20.7,17.8,15.7,21.9,20.8
"","Rabi","Million",2.6,4.4,8.8,6.5,9.0,9.9,9.2,10.6,9.2
"","Groundnut","Million",6.1,5.0,7.5,6.4,9.2,7.2,5.4,8.3,6.9
"","Kharif","Million","na",3.7,5.1,4.9,7.4,5.6,3.8,6.6,5.1
"","Rabi","Million","na",1.3,2.4,1.5,1.8,1.6,1.6,1.6,1.8
"","Rapeseed and Mustard ","Million",2.0,2.3,5.2,4.2,5.8,7.2,6.6,8.2,6.8
"","Sugarcane","Million",126.4,154.2,241.0,296.0,348.2,285.0,292.3,342.4,357.7
"","Cotton c","Million",4.8,7.0,9.8,9.5,25.9,22.3,24.0,33.0,35.2
"","Jute and Mestad","Million",6.2,8.2,9.2,10.5,11.2,10.3,11.8,10.6,11.6
"","Juted","Million",4.9,6.5,7.9,9.3,10.2,9.6,11.2,10.0,10.9
"","Mestad","Million",1.3,1.7,1.3,1.2,1.0,0.7,0.6,0.6,0.7
"","Plantation Crops","","","","","","","","","",""
"","Tea ","Million",0.4,0.6,0.7,0.8,1.0,1.0,1.0,1.0,1.0
"","Coffee","Million",0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3
"","Rubber","Million",0.1,0.2,0.3,0.6,0.8,0.9,0.8,0.8,0.8
"","Potato","Million",4.8,9.7,15.2,22.5,28.5,34.39,36.6,42.3,46.6
"","Source :  Directorate of Economics & Statistics, Department of Agriculture & Cooperation.","","","","","","","","","",""
"","a  Fourth  Advance estimates ","","","","","","","","","",""
"","b Include groundnut, rapeseed & mustard, sesamum, linseed, castorseed, nigerseed, safflower, sunflower and soyabean.","","","","","","","","","",""
"","c  Bales of 170 Kgs.","","","","","","","","","",""
"","d  Bales of 180 Kgs.","","","","","","","","","",""
"","na: not available","","","","","","",""," ","",""
