-----
{
 "description": "The table gives the branch expansion figures for Scheduled Commercial Banks and Non-Scheduled Commercial Banks since 2006. It gives details regarding all branches and separately for rural branches.\r \r", 
 "file_name": "tab45.xls", 
 "title": "Download XLS for Branch Expansion of Public Sector Banks and Other Commercial Banks(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab45.xls"
}
-----
"","","","","","","","","","","",""
"","Appendix 4.5: BRANCH EXPANSION OF PUBLIC SECTOR BANKS AND OTHER COMMERCIAL BANKS","","","","","","","","","",""
"","","","","","","","","","","",""
"","","","All Branches","","","","","","","Rural Branches","% of Rural Branches as on"
"","","",38898.0,39263.0,39629.0,39994.0,40359.0,40724.0,41090.0,41090.0,41090.0
"","",1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
"","A.","SBI AND ITS ASSOCIATES",13920.0,14157.0,15401.0,16358.0,17444.0,18155.0,18992.0,6622.0,34.8673125527
"","B.","NATIONALISED BANKS (including IDBI Ltd.) (i)+(ii)",34764.0,36623.0,38162.0,39951.0,42357.0,45305.0,48982.0,15704.0,32.0607570128
"","","(i) NATIONALISED BANKS",34583.0,36189.0,37662.0,39387.0,41642.0,44428.0,48009.0,15610.0,32.5147368202
"","","(ii) OTHER PUBLIC SECTOR BANKS ",181.0,434.0,500.0,564.0,715.0,877.0,973.0,94.0,9.66084275437
"","C.","REGIONAL RURAL BANKS (RRBs)",14532.0,14574.0,14876.0,15258.0,15564.0,15961.0,16572.0,12387.0,74.7465604634
"","","TOTAL OF PUBLIC SECTOR BANKS (including RRBs)",63216.0,65354.0,68439.0,71567.0,75365.0,79421.0,84546.0,34713.0,41.0581222057
"","D.","OTHER SCHEDULED COMMERCIAL BANKS (a) + (b)",6672.0,7241.0,8338.0,9016.0,10517.0,11904.0,13667.0,1614.0,11.8094680618
"","","(a) OLD PRIVATE SECTOR BANKS",4671.0,4416.0,4543.0,4738.0,5071.0,4882.0,5462.0,890.0,16.2943976565
"","","(b) NEW PRIVATE SECTOR BANKS ",2001.0,2825.0,3795.0,4278.0,5446.0,7022.0,8205.0,724.0,8.82388787325
"","E.","FOREIGN BANKS ",261.0,271.0,279.0,295.0,310.0,317.0,323.0,7.0,2.16718266254
"","","ALL SCHEDULED COMMERCIAL BANKS(A to E)",70149.0,72866.0,77056.0,80878.0,86192.0,91642.0,98536.0,36334.0,36.8738329139
"","F.","NON-SCHEDULED COMMERCIAL BANK (I)",40.0,46.0,46.0,46.0,47.0,55.0,55.0,16.0,29.0909090909
"","","LOCAL AREA BANKS",40.0,46.0,46.0,46.0,47.0,55.0,55.0,16.0,29.0909090909
"","","ALL COMMERCIAL BANKS",70189.0,72912.0,77102.0,80924.0,86239.0,91697.0,98591.0,36350.0,36.86949113
"","","Source: RBI","","","","","","","","",""
"","Note: 1. 'Nationalised banks' includes IDBI Bank Ltd. ","","","","","","","","","",""
"","2. Population group classification is based on 2001 census. The population group 'Rural' includes centres with population of less than 10,000.","","","","","","","","","",""
"","3. Data for 2006 to 2011 are revised and for 2012 are provisional.","","","","","","","","","",""
"","4. Data on number of branches exclude administrative offices.","","","","","","","","","",""
