-----
{
 "description": "The table provides the end of fiscal figures of Foreign Exchange Reserves (Rs. Cr.) since 1950-51. It gives the quantity and value of Reserves including Gold, Reserve Tranche Position (RTP), Special Drawing Rights (SDRs). Also, gives details of the transactions with IMF i.e. Drawals and ...", 
 "file_name": "tab61.xls", 
 "title": "Download XLS for Foreign Exchange Reserves (Rs. Cr.)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab61.xls"
}
-----
"6.1 (B):  FOREIGN EXCHANGE RESERVES","","","","","","","",""
"","","","","","","","","(US$ million)"
"","Reserves","","","","","Transactions with IMF","",""
"End of Fiscal","Gold","RTP","SDRs","Foreign Currency Assets","Total (2+3+4+5)","Drawals","Repurchases","Outstanding repurchage obligations"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
"1950-51",247.0,"...","...",1914.0,2161.0,"...","...",100.0
"1951-52",247.0,"...","...",1568.0,1815.0,"...","...",100.0
"1952-53",247.0,"...","...",1603.0,1850.0,"...","...",100.0
"1953-54",247.0,"...","...",1664.0,1911.0,"...",36.0,64.0
"1954-55",247.0,"...","...",1626.0,1873.0,"...",36.0,28.0
"1955-56",247.0,"...","...",1648.0,1895.0,"...",15.0,13.0
"1956-57",247.0,"...","...",1184.0,1431.0,126.0,12.0,128.0
"1957-58",247.0,"...","...",637.0,884.0,72.0,"...",200.0
"1958-59",247.0,"...","...",548.0,795.0,"...","...",200.0
"1959-60",247.0,"...","...",515.0,762.0,"...",50.0,150.0
"1960-61",247.0,"...","...",390.0,637.0,"...",23.0,128.0
"1961-62",247.0,"...","...",377.0,624.0,249.0,127.0,250.0
"1962-63",247.0,"...","...",372.0,619.0,25.0,"...",275.0
"1963-64",247.0,"...","...",395.0,642.0,"...",50.0,225.0
"1964-65",281.0,"...","...",243.0,524.0,99.0,100.0,225.0
"1965-66",243.0,"...","...",383.0,626.0,137.0,75.0,288.0
"1966-67",243.0,"...","...",395.0,638.0,126.0,57.0,418.0
"1967-68",243.0,"...","...",475.0,718.0,89.0,58.0,450.0
"1968-69",243.0,"...","...",526.0,769.0,"...",78.0,372.0
"1969-70",243.0,"...",123.0,728.0,1094.0,"...",167.0,205.0
"1970-71",243.0,"...",148.0,584.0,975.0,"...",205.0,"..."
"1971-72",264.0,"...",269.0,661.0,1194.0,"...","...","..."
"1972-73",293.0,"...",297.0,629.0,1219.0,"...","...","..."
"1973-74",293.0,"...",296.0,736.0,1325.0,79.0,"...",75.0
"1974-75",304.0,"...",293.0,782.0,1379.0,608.0,"...",715.0
"1975-76",281.0,"...",234.0,1657.0,2172.0,239.0,"...",896.0
"1976-77",290.0,"...",217.0,3240.0,3747.0,"...",336.0,559.0
"1977-78",319.0,"...",200.0,5305.0,5824.0,"...",333.0,249.0
"1978-79",377.0,"...",470.0,6421.0,7268.0,"...",256.0,"..."
"1979-80",375.0,"...",662.0,6324.0,7361.0,"...",145.0,"..."
"1980-81",370.0,"...",603.0,5850.0,6823.0,342.0,16.0,327.0
"1981-82",335.0,"...",473.0,3582.0,4390.0,692.0,40.0,964.0
"1982-83",324.0,"...",291.0,4281.0,4896.0,1968.0,"...",2876.0
"1983-84",320.0,"...",230.0,5099.0,5649.0,1376.0,70.0,4150.0
"1984-85",325.0,"...",145.0,5482.0,5952.0,201.0,134.0,3932.0
"1985-86",417.0,"...",131.0,5972.0,6520.0,"...",209.0,4290.0
"1986-87",471.0,"...",179.0,5924.0,6574.0,"...",521.0,4291.0
"1987-88",508.0,"...",97.0,5618.0,6223.0,"...",930.0,3653.0
"1988-89",473.0,"...",103.0,4226.0,4802.0,"...",1070.0,2365.0
"1989-90",487.0,"...",107.0,3368.0,3962.0,"...",873.0,1493.0
"1990-91",3496.0,"...",102.0,2236.0,5834.0,1858.0,644.0,2623.0
"1991-92",3499.0,"...",90.0,5631.0,9220.0,1240.0,460.0,3451.0
"1992-93",3380.0,"...",18.0,6434.0,9832.0,1623.0,335.0,4799.0
"1993-94",4078.0,"...",108.0,15068.0,19254.0,325.0,134.0,5040.0
