-----
{
 "description": "The table refers to district wise surface flow schemes constructed over the years. It has been sourced from 2nd census of minor irrigation scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statetab4.1.csv", 
 "title": "Download CSV for Districtwise Distribution of surface flow schemes consutructed over the years for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Statetab4.1.csv"
}
-----
State,District,Upto 1986-87,During 1987-88,During 1988-89,During 1989-90,During 1990-91,During 1991-92,During 1992-93,During 1993-94,Total
BIHAR,CHATRA,2023,36,18,35,31,48,29,49,2269
BIHAR,DARBHANGA,45,15,9,8,3,2,2,1,85
BIHAR,DEOGHAR,2219,20,19,16,26,22,85,27,2434
BIHAR,DHANBAD,795,12,3,9,7,13,10,13,862
BIHAR,DUMKA,2621,124,114,268,2270,1996,1143,448,8984
BIHAR,GARHWA,1894,103,137,144,88,83,101,157,2707
BIHAR,GAYA,8086,20,28,8,2,1,25,5,8175
BIHAR,GIRIDIH,2165,102,97,66,54,38,66,83,2671
BIHAR,GODDA,1324,79,61,131,27,27,27,7,1683
BIHAR,GOPALGANJ,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,GUMLA,238,12,4,1,2,7,6,2,272
BIHAR,HAZARIBAG,431,12,9,6,4,0,2,1,465
BIHAR,JAMUI,1625,91,101,38,49,14,16,26,1960
BIHAR,JEHANABAD,502,2,0,15,0,0,0,4,523
BIHAR,KATIHAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KHAGARIA,2,0,0,0,0,0,0,0,2
BIHAR,KISHANGANJ,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIHAR,KODARMA,278,12,7,4,1,2,2,7,313
BIHAR,LAKHISARAI,220,44,1,1,0,0,0,1,267
BIHAR,LOHARDAGA,94,66,5,2,0,15,5,3,190
BIHAR,MADHEPURA,3,0,0,0,0,0,0,0,3
BIHAR,MADHUBANI,69,0,2,0,0,0,0,30,101
BIHAR,MUNGER,467,0,6,0,0,0,0,0,473
BIHAR,MUZAFFARPUR,3,0,1,0,0,0,0,0,4
BIHAR,NALANDA,462,11,34,4,3,0,0,18,532
BIHAR,NAWADA,2607,101,83,47,99,1,29,37,3004
BIHAR,PAKUR,1762,42,39,127,317,359,323,263,3232
BIHAR,PALAMU,7395,307,332,246,189,166,427,207,9269
BIHAR,PATNA,207,0,3,0,0,0,0,0,210
BIHAR,PURNIA,50,0,0,0,0,0,0,0,50
BIHAR,RANCHI,458,38,10,27,21,3,31,36,624
BIHAR,ROHTAS,649,10,1,1,0,3,3,3,670
BIHAR,SAHARSA,3,0,0,0,0,0,0,0,3
BIHAR,SAHEBGANJ,928,57,49,86,576,478,257,186,2617
BIHAR,SAMASTIPUR,8,1,0,0,0,0,0,0,9
BIHAR,SARAN,58,0,0,0,0,0,0,0,58
BIHAR,SHEIKHPURA,453,0,2,0,0,0,0,0,455
BIHAR,SHEOHAR,11,0,1,0,0,0,0,0,12
BIHAR,SINGHBHUM EAST,908,30,46,47,140,116,137,117,1541
BIHAR,SINGHBHUM WEST,2232,214,150,216,353,474,419,308,4366
BIHAR,SITAMARHI,25,1,0,0,0,1,0,0,27
BIHAR,SIWAN,5,2,0,0,1,0,0,0,8
BIHAR,SUPAUL,1,0,0,0,0,0,1,0,2
BIHAR,VAISHALI,7,0,0,0,0,0,0,0,7
GOA,NORTH GOA,2403,17,3,5,4,4,3,3,2442
GOA,SOUTH GOA,724,4,2,3,0,0,0,1,734
GUJARAT,,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,AMBALA,149,60,72,69,24,14,8,3,399
HARYANA,BHIWANI,1,6,21,28,1,0,1,2,60
HARYANA,FARIDABAD,1,0,0,0,0,0,0,0,1
HARYANA,GURGAON,0,0,0,16,0,0,0,0,16
HARYANA,HISAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,JIND,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,KAITHAL,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,KARNAL,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,KURUKSHETRA,9,4,6,0,2,2,1,0,24
HARYANA,MEHANDERGARH,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,PANCHKULA,10,0,0,0,0,0,0,0,10
HARYANA,PANIPAT,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,RIWARI,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,ROHTAK,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,SIRSA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,SONIPAT,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARYANA,YAMUNA NAGAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIMACHAL PRADESH,Bilaspur,789,0,7,1,1,1,1,0,800
HIMACHAL PRADESH,Chamba,618,3,0,0,0,1,0,0,622
HIMACHAL PRADESH,Hamirpur,177,1,1,3,0,0,0,0,182
HIMACHAL PRADESH,Kangra,2523,8,34,10,4,4,1,19,2603
HIMACHAL PRADESH,Kinnaur,440,2,0,0,0,0,0,0,442
HIMACHAL PRADESH,Kullu,417,3,1,0,0,0,1,1,423
HIMACHAL PRADESH,Lahul & Spiti,441,1,0,0,2,1,0,0,445
HIMACHAL PRADESH,Mandi,3711,12,17,4,1,8,10,3,3766
HIMACHAL PRADESH,Shimla,1241,8,5,6,6,16,4,3,1289
HIMACHAL PRADESH,Sirmaur,1937,4,13,2,1,1,0,1,1959
HIMACHAL PRADESH,Solan,1743,20,5,1,1,2,8,12,1792
HIMACHAL PRADESH,Una,20,0,0,0,1,1,0,0,22
JAMMU & KASHMIR,Anantnagh,891,84,36,18,0,0,0,0,1029
JAMMU & KASHMIR,Baramulla,615,0,0,0,2,3,2,3,625
JAMMU & KASHMIR,Budgam,307,118,76,3,0,0,0,0,504
JAMMU & KASHMIR,Doda,963,30,35,32,28,40,60,40,1228
JAMMU & KASHMIR,Jammu,16,9,0,0,0,0,0,0,25
JAMMU & KASHMIR,Kargil,469,15,10,0,0,0,0,0,494
JAMMU & KASHMIR,Kathua,454,5,3,2,3,2,0,1,470
JAMMU & KASHMIR,Kupwara,33,199,88,53,5,0,0,0,378
JAMMU & KASHMIR,Leh,671,0,0,0,0,0,0,0,671
JAMMU & KASHMIR,Poonch,270,14,18,3,0,2,3,4,314
JAMMU & KASHMIR,Pulwama,436,158,25,26,0,0,0,0,645
JAMMU & KASHMIR,Rajouri,722,6,3,1,0,0,0,0,732
JAMMU & KASHMIR,Srinagar,928,0,0,0,0,1,5,5,939
JAMMU & KASHMIR,Udhampur,1048,8,10,15,0,3,0,6,1090
KARNATAKA,BANGALORE RURAL,813,36,33,29,12,7,1,215,1146
KARNATAKA,BANGALORE URBAN,346,83,8,4,10,3,1,193,648
KARNATAKA,BELGAUM,2411,137,174,163,100,95,204,61,3345
KARNATAKA,BELLARY,1057,64,6,11,2,0,6,1629,2775
KARNATAKA,BIDAR,514,10,54,20,5,2,11,172,788
KARNATAKA,BIJAPUR,1995,354,259,234,297,361,113,180,3793
KARNATAKA,CHIKKAMAGALORE,271,16,29,78,65,30,32,137,658
KARNATAKA,CHITRADURGA,5069,65,43,59,68,18,8,9,5339
KARNATAKA,DAKSHINA KANNADA,1639,98,69,108,38,30,27,109,2118
KARNATAKA,DHARWAR,4030,291,257,256,140,124,206,209,5513
KARNATAKA,GULBARGA,1567,54,84,68,99,58,70,502,2502
KARNATAKA,HASSAN,1786,15,45,7,2,4,4,19,1882
KARNATAKA,KODAGU,11,0,0,1,5,2,0,8,27
KARNATAKA,KOLAR,1616,26,14,27,12,5,0,17,1717
KARNATAKA,MANDYA,58,2,3,4,0,0,8,0,75
KARNATAKA,MYSORE,325,7,9,6,15,5,1,72,440
KARNATAKA,RAICHUR,902,7,4,15,47,21,20,85,1101
KARNATAKA,SHIMOGA,1003,18,99,159,113,36,40,98,1566
KARNATAKA,TUMKUR,771,4,34,8,6,0,3,23,849
KARNATAKA,UTTARA KANNADA,2507,55,36,51,30,50,30,45,2804
KERALA,ALAPUZHA,12,4,3,20,10,8,10,9,76
KERALA,ERANAKULAM,387,27,12,7,6,5,6,7,457
KERALA,IDUKKI,115,43,4,21,13,32,24,38,290
KERALA,KANNUR,482,10,21,24,22,18,17,2,596
KERALA,KASARAGODE,313,17,16,7,7,16,17,5,398
KERALA,KOLLAM,418,2,4,9,11,9,10,13,476
KERALA,KOTTAYAM,217,12,16,12,10,5,10,3,285
KERALA,KOZHIKODE,226,32,22,17,45,40,40,39,461
KERALA,MALAPPURAM,664,49,12,14,15,19,15,21,809
KERALA,PALAKKAD,1845,72,125,88,64,49,17,10,2270
KERALA,PATHANAMTHITTA,155,18,13,17,8,6,2,13,232
KERALA,THIRUVANANTHAPURAM,2443,125,82,40,39,36,95,117,2977
KERALA,THRISSUR,529,25,16,40,29,52,48,12,751
KERALA,WAYANAD,183,7,15,10,29,15,17,27,303
MADHYA PRADESH,BALAGHAT,5274,167,266,139,842,3,28,21,6740
MADHYA PRADESH,BASTAR,553,21,19,26,13,12,21,27,692
MADHYA PRADESH,BETUL,674,48,5,78,15,7,12,23,862
MADHYA PRADESH,BHIND,88,0,0,0,0,0,3,0,91
MADHYA PRADESH,BHOPAL,41,1,2,0,1,0,1,1,47
MADHYA PRADESH,BILASPUR,5108,156,111,38,91,19,17,140,5680
MADHYA PRADESH,CHHATARPUR,561,1,2,4,0,12,1,3,584
MADHYA PRADESH,CHHINDWARA,289,46,62,15,154,5,4,30,605
MADHYA PRADESH,DAMOH,1072,22,34,21,52,85,68,39,1393
MADHYA PRADESH,DATIA,30,0,0,0,0,0,0,0,30
MADHYA PRADESH,DEWAS,167,0,11,15,11,117,19,7,347
MADHYA PRADESH,DHAR,634,22,6,22,15,45,17,27,788
MADHYA PRADESH,DURG,825,36,21,13,4,6,8,5,918
MADHYA PRADESH,GUNA,930,47,9,311,117,123,161,277,1975
MADHYA PRADESH,GWALIOR,50,0,1,2,3,2,0,2,60
MADHYA PRADESH,HOSHANGABAD,3,0,2,0,0,0,3,0,8
MADHYA PRADESH,INDORE,402,134,0,10,1,0,0,2,549
MADHYA PRADESH,JABALPUR,189,2,0,1,22,21,14,34,283
MADHYA PRADESH,JHABUA,2080,38,28,86,557,51,61,55,2956
MADHYA PRADESH,KHANDWA,213,0,1,7,6,2,3,1,233
MADHYA PRADESH,KHARGONE,2368,109,299,102,373,149,83,47,3530
MADHYA PRADESH,MANDLA,145,0,1,6,64,4,12,9,241
MADHYA PRADESH,MANDSAUR,796,5,3,0,0,15,1,2,822
MADHYA PRADESH,MORENA,1017,7,19,55,30,10,26,8,1172
MADHYA PRADESH,NARSIMHAPUR,99,11,28,0,12,46,19,25,240
MADHYA PRADESH,PANNA,82,5,3,2,1,2,0,1,96
MADHYA PRADESH,RAIGARH,3077,190,214,49,401,120,62,131,4244
MADHYA PRADESH,RAIPUR,2717,32,36,41,11,64,9,85,2995
MADHYA PRADESH,RAISEN,42,0,3,1,3,0,0,44,93
MADHYA PRADESH,RAJGARH,49,1,0,1,24,0,0,0,75
MADHYA PRADESH,RAJNANDGAON,187,20,15,49,0,0,0,23,294
MADHYA PRADESH,RATLAM,775,18,94,44,49,42,27,6,1055
MADHYA PRADESH,REWA,171,17,73,100,54,89,10,2,516
MADHYA PRADESH,SAGAR,917,35,5,17,53,24,83,105,1239
MADHYA PRADESH,SATNA,308,16,12,24,39,11,11,2,423
MADHYA PRADESH,SEHORE,40,1,2,29,4,0,1,0,77
MADHYA PRADESH,SEONI,695,1,2,16,66,4,5,18,807
MADHYA PRADESH,SHAHDOL,274,21,73,16,32,71,113,47,647
MADHYA PRADESH,SHAJAPUR,1196,90,54,165,271,303,350,270,2699
MADHYA PRADESH,SHIVPURI,765,1,0,45,3,2,33,61,910
MADHYA PRADESH,SIDHI,122,0,7,2,3,12,1,8,155
MADHYA PRADESH,SURGUJA,6013,341,175,70,717,82,28,114,7540
MADHYA PRADESH,TIKAMGARH,872,2,1,1,1,0,24,0,901
MADHYA PRADESH,UJJAIN,423,1,2,14,23,19,10,8,500
MADHYA PRADESH,VIDISHA,10,0,1,0,0,0,0,1,12
MAHARASHTRA,,NA,NA,NA,NA,NA,NA,NA,NA,NA
MANIPUR,BISHNUPUR,0,1,0,0,1,0,5,5,12
MANIPUR,CHANDEL,1,1,0,0,0,3,2,2,9
MANIPUR,CHURACHANDPUR,0,1,4,4,8,9,16,30,72
MANIPUR,IMPHAL,4,0,3,2,2,4,5,6,26
MANIPUR,SENAPATI,0,0,0,11,9,5,7,0,32
MANIPUR,TAMENGLONG,3,5,0,11,0,2,5,11,37
MANIPUR,THOUBAL,11,1,2,0,4,1,2,2,23
MANIPUR,UKHRUL,0,1,1,4,10,7,3,3,29
MEGHALAYA,EAST GARO HILLS,394,120,91,91,43,51,59,166,1015
MEGHALAYA,EAST KHASI HILLS,1396,409,329,290,176,152,96,179,3027
MEGHALAYA,JAINTIA HILLS,1542,215,209,90,92,151,177,176,2652
MEGHALAYA,RI BHOI DISTRICT,2322,315,433,344,275,227,142,196,4254
MEGHALAYA,SOUTH GARO HILLS,2,1,0,0,6,17,10,51,87
MEGHALAYA,WEST GARO HILLS,126,31,23,30,34,33,44,263,584
MEGHALAYA,WEST KHASI HILLS,1002,196,192,100,148,208,179,620,2645
MIZORAM,AIZAWL,2510,214,209,307,235,148,88,236,3947
MIZORAM,CHHIMTUIPUI,14,2,19,28,30,43,29,29,194
MIZORAM,LUNGLEI,258,61,50,38,50,70,56,51,634
NAGALAND,KOHIMA,1769,95,117,140,162,169,161,145,2758
NAGALAND,MOKOKCHUNG,627,3,554,200,230,71,64,65,1814
NAGALAND,MON,79,0,125,150,194,105,107,25,785
NAGALAND,PHEK,2857,0,308,237,247,126,130,144,4049
NAGALAND,TUENSANG,1342,3,519,103,123,159,89,100,2438
NAGALAND,WOKHA,535,56,117,131,145,88,85,104,1261
NAGALAND,ZUNHEBOTO,406,64,287,76,82,26,12,1,954
ORISSA,ANGUL,191,2,6,7,1,2,0,2,211
ORISSA,BALASORE,47,27,12,5,4,4,0,3,102
ORISSA,BARAGARH,2349,35,37,22,27,16,12,9,2507
ORISSA,BHADRAK,29,4,7,4,10,3,3,10,70
ORISSA,BOLANGIR,1438,52,33,49,79,63,28,35,1777
ORISSA,BOUDH,359,2,7,3,4,6,0,3,384
ORISSA,CUTTACK,501,766,22,18,4,7,4,8,1330
ORISSA,DEOGARH,267,7,7,4,4,0,2,0,291
ORISSA,DHENKANAL,847,8,6,4,6,4,9,10,894
ORISSA,GAJAPATI,410,33,17,8,18,7,13,7,513
ORISSA,GANJAM,3855,32,38,13,25,14,8,6,3991
ORISSA,JAGATSINGHPUR,5,0,0,0,0,0,0,0,5
ORISSA,JAJPUR,169,4,4,6,1,3,6,2,195
ORISSA,JHARSUGUDA,236,4,3,4,0,1,0,16,264
ORISSA,KALAHANDI,458,106,81,88,33,31,30,25,852
ORISSA,KENDRAPARA,5,3,1,0,4,5,13,31,62
ORISSA,KEONJHAR,528,14,19,17,47,14,8,8,655
ORISSA,KHURDA,561,12,19,5,9,6,8,10,630
ORISSA,KORAPUT,1209,97,98,130,112,123,98,120,1987
ORISSA,MALKANGIRI,48,15,11,7,6,19,7,7,120
ORISSA,MAYURBHANJ,883,22,38,25,33,20,19,46,1086
ORISSA,NAYAGARH,258,42,10,17,4,3,4,0,338
ORISSA,NOWRANGPUR,112,3,14,9,19,16,8,10,191
ORISSA,NUAPADA,448,50,79,128,103,45,25,24,902
ORISSA,PHULBANI,200,14,9,7,34,9,8,24,305
ORISSA,PURI,854,22,16,11,8,8,4,52,975
ORISSA,RAYAGADA,1558,111,100,147,167,127,172,104,2486
ORISSA,SAMBALPUR,432,10,9,8,8,4,6,3,480
ORISSA,SONEPUR,278,2,1,2,2,2,0,2,289
ORISSA,SUNDARGARH,175,9,5,8,4,6,2,2,211
PUNJAB,AMRITSAR,12,1,0,0,0,0,0,0,13
PUNJAB,BATHINDA,0,0,0,2,0,1,0,0,3
PUNJAB,FARIDKOT,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,FATEHGARH SAHIB,2,1,0,0,0,0,0,0,3
PUNJAB,FEROZEPUR,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,GURDASPUR,42,1,0,0,0,0,0,0,43
PUNJAB,HOSHIARPUR,30,11,14,36,19,0,1,32,143
PUNJAB,JALANDHAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,KAPURTHALA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,LUDHIANA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,MANSA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,PATIALA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUNJAB,ROPAR,89,4,5,3,5,1,1,2,110
PUNJAB,SANGRUR,54,13,4,3,4,0,1,0,79
RAJASTHAN,AJMER,727,7,4,4,0,0,3,4,749
RAJASTHAN,ALWAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BANSWARA,242,8,12,2,0,0,0,0,264
RAJASTHAN,BARAN,36,11,3,1,0,0,0,30,81
RAJASTHAN,BARMER,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,BHARATPUR,2,1,0,1,0,0,0,0,4
RAJASTHAN,BHILWARA,453,14,22,23,18,12,17,6,565
RAJASTHAN,BIKANER,0,1,0,0,0,0,0,0,1
RAJASTHAN,BUNDI,103,0,0,0,0,0,0,2,105
RAJASTHAN,CHITTORGARH,65,0,0,7,0,0,0,2,74
RAJASTHAN,CHURU,0,0,0,0,1,0,0,0,1
RAJASTHAN,DAUSA,25,0,0,0,0,0,0,0,25
RAJASTHAN,DHOLPUR,35,0,2,0,0,0,0,0,37
RAJASTHAN,DUNGARPUR,95,1,0,0,0,0,0,19,115
RAJASTHAN,GANGANAGAR,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,HANUMANGARH,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,JAIPUR,36,0,0,0,0,0,0,2,38
RAJASTHAN,JAISALMER,NA,NA,NA,NA,NA,NA,NA,NA,NA
RAJASTHAN,JALORE,3,0,0,0,0,0,0,0,3
RAJASTHAN,JHALAWAR,43,3,5,1,1,0,3,4,60
RAJASTHAN,JHUNJHNU,4,0,0,0,0,0,0,0,4
RAJASTHAN,JODHPUR,7,0,0,0,0,0,0,0,7
RAJASTHAN,KOTA,40,0,1,2,3,1,6,12,65
RAJASTHAN,NAGAUR,9,0,0,0,0,0,0,0,9
RAJASTHAN,PALI,66,1,2,2,0,1,0,1,73
RAJASTHAN,RAJSAMAND,68,1,6,0,1,0,4,3,83
RAJASTHAN,SAWAI-MADHOPUR,74,0,0,2,0,0,0,0,76
RAJASTHAN,SIKAR,0,0,1,0,4,3,5,5,18
RAJASTHAN,SIROHI,40,0,0,0,0,2,0,0,42
RAJASTHAN,TONK,382,7,5,1,1,0,1,25,422
RAJASTHAN,UDAIPUR,159,3,9,3,1,0,0,6,181
SIKKIM,EAST SIKKIM,144,23,38,36,33,32,21,21,348
SIKKIM,NORTH SIKKIM,10,10,3,3,11,9,3,2,51
SIKKIM,SOUTH SIKKIM,189,12,4,7,9,3,2,13,239
SIKKIM,WEST SIKKIM,135,9,19,13,7,11,12,10,216
TAMIL NADU,COIMBATORE,295,1,2,0,0,0,0,0,298
TAMIL NADU,CUDDALORE,5281,3,333,48,277,1,0,0,5943
TAMIL NADU,DHARMAPURI,22608,13,46,21,35,0,5,3,22731
TAMIL NADU,DINDIGUL,4029,78,141,40,3796,0,0,0,8084
TAMIL NADU,ERODE,2913,7,104,1,0,0,0,0,3025
TAMIL NADU,KANCHIPURAM,744,14,19,3,1,0,0,19,800
TAMIL NADU,KANNIYAKUMARI,3009,15,16,3,0,0,0,0,3043
TAMIL NADU,KARUR,82,0,0,0,0,0,0,0,82
TAMIL NADU,MADRAS,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMIL NADU,MADURAI,2,0,0,1,0,0,0,0,3
TAMIL NADU,NAGAPATTINAM,24,0,0,0,0,0,0,0,24
TAMIL NADU,NAMAKKAL,3206,61,7,16,0,0,0,0,3290
TAMIL NADU,PERAMBALUR,668,9,6,0,7,0,0,0,690
TAMIL NADU,PUDUKOTTAI,4384,11,5,12,0,0,12,3,4427
TAMIL NADU,RAMNATHAPURAM,1502,3,80,2,70,0,0,0,1657
TAMIL NADU,SALEM,60,0,0,0,0,0,0,0,60
TAMIL NADU,SIVAGANGA,5536,53,39,1,1,1,1,691,6323
TAMIL NADU,THANJAVUR,620,10,4,0,0,0,0,1,635
TAMIL NADU,THE NILGIRIS,NA,NA,NA,NA,NA,NA,NA,NA,NA
TAMIL NADU,THENI,4114,2,6,1,1,0,0,0,4124
TAMIL NADU,THOOTHUGUDI,620,2,3,0,1,1,2,0,629
TAMIL NADU,TIRUNELVELI,2283,43,112,53,1,2,0,0,2494
TAMIL NADU,TIRUVALLUR,828,3,4,2,5,0,0,0,842
TAMIL NADU,TIRUVANNAMALAI,8732,94,75,76,13,8,3,10,9011
TAMIL NADU,TIRUVARUR,66,1,1,0,0,0,0,0,68
TAMIL NADU,TRICHIRAPPALLI,779,1,4,3,0,0,0,0,787
TAMIL NADU,VELLORE,512,0,7,3,0,2,1,8,533
TAMIL NADU,VILLUPURAM,1366,46,23,16,2,0,0,2701,4154
TAMIL NADU,VIRUDHUNAGAR,941,8,10,5,1,1,0,0,966
TRIPURA,DHALAI,7,1,1,2,4,4,3,53,75
TRIPURA,NORTH,60,12,22,10,13,13,7,10,147
TRIPURA,SOUTH,25,5,5,4,10,21,43,110,223
TRIPURA,WEST,32,9,7,9,17,23,29,29,155
UTTAR PRADESH,AGRA,1,1,1,0,0,0,0,0,3
UTTAR PRADESH,ALIGARH,NA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ALLAHABAD,4,2,7,8,4,56,0,0,81
UTTAR PRADESH,ALMORA,2396,157,167,203,211,281,258,589,4262
