-----
{
 "description": "This data pertains to public account disbursements (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Disbursements_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to revenue receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Revenue_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Revenue Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Revenue_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to public account receipts (major head-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Public_Account_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Public Account Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Public_Account_Receipts_FY_2000-11.xls"
}
-----
-----
{
 "description": "This data pertains to total expenditure and disbursements (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Expenditure_And_Disbursements_FY_2000-11.xls", 
 "title": "Download XLS for Total Expenditure And Disbursements FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Expenditure_And_Disbursements_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"CESS","A","A Union Govt",1146.8301,869.2093,-3323.3919,956.7922,1105.1957,827.4921,781.4423,1150.6129,1764.5407,3393.1459,3570.0068,3968.361
"CESS","B","A UT Puducherry",24.8399,24.3676,22.2284,39.684,43.7802,64.3664,93.705,75.338,60.4584,75.9278,81.8287,102.8057
"CESS","B","Andhra Pradesh",199.3693,283.7286,497.4346,836.0921,591.2534,777.1033,155.9019,163.8201,283.8934,324.3361,639.4405,609.2671
"CESS","B","Arunachal Pradesh",31.077,42.8869,51.6107,38.6443,57.5918,71.8953,90.2131,139.8529,148.3841,161.6852,153.6024,409.6764
"CESS","B","Assam",51.5213,34.6917,34.33,21.949,39.4706,47.4013,45.073,155.1338,265.6069,496.9934,452.224,176.017
"CESS","B","Bihar",96.8979,84.3161,43.4881,142.1198,163.4402,137.2849,328.4336,595.8721,798.9167,640.0186,1122.5474,1072.0761
"CESS","B","Chattisgarh",0.0,43.6624,106.4642,136.8214,185.4589,255.7178,367.3199,502.9665,733.1212,708.2562,802.1042,827.6032
"CESS","B","D NCT Delhi",92.846,402.8508,179.209,381.9382,279.1279,393.3663,336.7775,233.594,626.1343,681.3173,636.9388,536.7373
"CESS","B","Goa",36.5706,72.5736,46.2049,55.2772,88.6773,90.8353,95.8825,121.9363,141.8787,188.2172,210.9768,205.5412
"CESS","B","Gujarat",631.3947,1050.0308,859.7474,1017.5264,1162.0654,1449.7039,1818.7753,1588.7253,1926.9838,2016.9638,2038.2081,2681.8088
"CESS","B","Haryana",164.4909,142.6856,191.1909,214.2848,293.6766,286.9456,439.108,649.3467,922.1697,1109.2766,1070.0015,1229.7074
"CESS","B","Himachal Pradesh",200.9469,227.9996,269.6395,243.8301,303.4359,329.9733,368.9857,574.236,585.6106,833.0157,609.5436,611.3229
"CESS","B","Jammu and Kashmir",207.6019,240.3827,269.9169,330.8971,486.4211,550.4678,656.0781,829.1147,1121.8595,1268.5952,1625.9466,1542.3695
"CESS","B","Jharkhand",0.0,2.7411,122.7045,161.8642,125.5555,226.1985,547.1291,494.851,831.5458,1355.1288,824.5039,681.8841
