-----
{
 "description": "This table provides data related to National Health Policy (NHP) 2002- goals to be achieved for Kala Azar, HIV/AIDS, TB, Malaria and Infant Mortality Rate, Maternal Mortality Rate.", 
 "file_name": "National_Health_Policy_2002_-_Goals_to_be_achieved.xls", 
 "title": "Download XLS for National Health Policy (NHP) 2002 - Goals to be Achieved", 
 "url": "http://data.gov.in/sites/default/files/National_Health_Policy_2002_-_Goals_to_be_achieved.xls"
}
-----
"Category","Year"
"Eradicate polio and yaws ",2005.0
"Eliminate leprosy ",2005.0
"Eliminate kala azar ",2010.0
"Eliminate lymphatic filariasis ",2015.0
"Achieve zero level growth of HIV/AIDS ",2007.0
"Reduce mortality on account of TB, malaria and other vector and water- borne diseases by 50 per cent ",2010.0
"Reduce prevalence of blindness to 0.5 per cent ",2010.0
"Reduce IMR to 30/1000 and MMR to 100/100,000 live births ",2010.0
"Increase utilisation of public health facilities from the current level of <20 per cent to >75 per cent ",2010.0
"Establish an integrated system of surveillance, national health accounts and health statistics",2005.0
