-----
{
 "description": "It contains 4 annexure viz i). Trends in Expenditure (Annex 3) ii). Details of Subsidies included (Annex 3) iii). Details of other Non-Plan Expenditure (Annex 3) iv). Details of Plan Expenditure (Annex 3)", 
 "file_name": "annex3.xls", 
 "title": "Download XLS for Trends in Expenditure(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/ub2013-14/eb/annex3.xls"
}
-----
"","","","","ANNEX - 3","","","","","","",""
"","","","","TRENDS  IN  EXPENDITURE","","","","","","",""
"","","","","","","","","",""," (In crores of Rupees)",""
"","","","","","","","","","","",""
"","","","","","","","","","","",""
"",""," Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Actuals","Revised","Budget"
"","","2004-05","2005-06","2006-07","2007-08","2008-09","2009-10","2010-11","2011-12 ","2012-13","2013-14"
"","","","","","","","","","","",""
"A.","Non-Plan Expenditure",365960.0,365100.0,413527.0,507589.0,608721.0,721096.0,818299.0,891990.0,1001638.0,1109975.0
1.0,"Interest Payments","","","","","","","","","",""
"","and Debt Servicing",126934.0,132630.0,150272.0,171030.0,192204.0,213093.0,234022.0,273150.0,316674.0,370684.0
2.0,"Defence Expenditure *",75856.0,80549.0,85510.0,91681.0,114223.0,141781.0,154117.0,170913.0,178504.0,203672.0
3.0,"Subsidies",45957.0,47522.0,57125.0,70926.0,129708.0,141351.0,173420.0,217941.0,257654.0,231084.0
4.0,"Grants to States & U.T. ","","","","","","","","","",""
"","Governments ",14784.0,30475.0,35734.0,35769.0,38161.0,45946.0,49790.0,51523.0,57901.0,76980.0
5.0,"Grants to Foreign ","","","","","","","","","",""
"","Governments",990.0,1214.0,1294.0,1355.0,1442.0,1561.0,2256.0,2163.0,3229.0,4144.0
6.0,"Pensions",18300.0,20256.0,22104.0,24261.0,32940.0,56149.0,57405.0,61166.0,63836.0,70726.0
7.0,"Police",10654.0,12379.0,13541.0,13924.0,19904.0,25999.0,27339.0,33106.0,37131.0,40895.0
8.0,"Other Non-Plan Revenue ","","","","","","","","","",""
"","Expenditure",33520.0,32526.0,38197.0,47103.0,68241.0,79823.0,86423.0,66136.0,70201.0,77068.0
9.0,"Non-Plan Capital ","","","","","","","","","",""
"","Expenditure@","","","","","","","","","",""
