-----
{
 "description": "The table provides the Total Number of Recognized Educational Institutions in India viz. schools, universities, professional education institutions and polytechnics. It provides state-wise details for each level and type of educational institution.", 
 "file_name": "tab93.xls", 
 "title": "Download XLS for Total Number of Recognised Educational Institutions in India (Provisional)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab93.xls"
}
-----
"","","","","","","","","A 123"
"9.3: NUMBER OF RECOGNISED EDUCATIONAL INSTITUTIONS IN INDIA (PROVISIONAL)","","","","","","","",""
"Sl. No.","States/No. Union Territorries ","Pre-Degree/Junior Colleges/Higher Sec. Schools ","High/Post Basic Schools","Middle/Sr. Basic Schools","Primary/Jr. Basic","Universities / Deemed Schools Universities","Colleges for Professional Educatuion","Polytechnics"
"","","","","","","","",""
"","","","","","","","",""
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
1.0,"Andhra Pradesh",5143.0,18776.0,15421.0,66834.0,31.0,4473.0,213.0
2.0,"Arunachal Pradesh",118.0,191.0,920.0,1941.0,2.0,23.0,"3a"
3.0,"Assam",1081.0,5482.0,14133.0,31202.0,8.0,546.0,10.0
4.0,"Bihar",2217.0,2286.0,25587.0,42573.0,20.0,1031.0,17.0
5.0,"Chhattisgarh",2799.0,2029.0,15488.0,35274.0,9.0,584.0,15.0
6.0,"Goa",82.0,378.0,438.0,1254.0,1.0,39.0,4.0
7.0,"Gujarat",3575.0,6269.0,42145.0,0.0,26.0,1218.0,104.0
8.0,"Haryana",3278.0,3493.0,3483.0,13987.0,12.0,1002.0,"32b"
9.0,"Himachal Pradesh",1727.0,1466.0,5084.0,11376.0,7.0,582.0,26.0
10.0,"Jammu & Kashmir",889.0,2216.0,8877.0,15446.0,10.0,303.0,0.0
11.0,"Jharkhand",1044.0,1429.0,14863.0,26731.0,8.0,161.0,"19b"
12.0,"Karnataka",3644.0,13447.0,33126.0,26302.0,29.0,979.0,273.0
13.0,"Kerala",2223.0,1602.0,3059.0,6790.0,11.0,448.0,"59b"
14.0,"Madhya Pradesh",5463.0,6658.0,96797.0,43662.0,21.0,1311.0,49.0
15.0,"Maharashtra",5019.0,16455.0,27654.0,49095.0,42.0,3446.0,"227c"
16.0,"Manipur",123.0,761.0,732.0,2435.0,1.0,73.0,"3b"
17.0,"Meghalaya",125.0,676.0,2259.0,6627.0,2.0,118.0,3.0
18.0,"Mizoram",98.0,538.0,1353.0,1821.0,1.0,29.0,2.0
19.0,"Nagaland",69.0,337.0,465.0,1662.0,1.0,74.0,0.0
20.0,"Odisha",1293.0,7974.0,22649.0,54150.0,15.0,874.0,24.0
21.0,"Punjab",2733.0,2924.0,3792.0,13950.0,14.0,578.0,89.0
22.0,"Rajasthan",7616.0,14945.0,36788.0,47818.0,24.0,1610.0,71.0
23.0,"Sikkim",59.0,126.0,244.0,749.0,3.0,18.0,2.0
24.0,"Tamil Nadu",3660.0,3112.0,9810.0,28218.0,43.0,1936.0,363.0
25.0,"Tripura",336.0,504.0,1246.0,2307.0,3.0,29.0,1.0
26.0,"Uttar Pradesh",9751.0,7893.0,53281.0,147376.0,36.0,3104.0,163.0
27.0,"Uttarakhand",1633.0,1143.0,4365.0,15660.0,12.0,225.0,0.0
28.0,"West Bengal",4341.0,4454.0,2623.0,49908.0,20.0,841.0,57.0
29.0,"A&N Islands",53.0,46.0,67.0,212.0,0.0,5.0,2.0
30.0,"Chandigarh",68.0,65.0,23.0,24.0,3.0,24.0,3.0
31.0,"D&N Haveli",13.0,19.0,85.0,210.0,"—",3.0,0.0
32.0,"Daman & Diu",16.0,13.0,37.0,66.0,0.0,3.0,1.0
33.0,"Delhi",1392.0,480.0,588.0,2563.0,19.0,155.0,"79c"
34.0,"Lakshadweep",12.0,3.0,10.0,23.0,0.0,3.0,0.0
35.0,"Puducherry",121.0,180.0,108.0,301.0,2.0,90.0,0.0
"","India",71814.0,128370.0,447600.0,748547.0,436.0,25938.0,1914.0
"Source:","Source: 1.  Statistics of School Education 2010-11.","","","","","","",""
"","2.  Statictics of Higher & Technical Education 2009-10.","","","","","","",""
"","a = repeated from 2007-08, b= repeated from 2006-07,  c= repeated from 2008-09","","","","","","",""
"Notes:","Professional Education includes Engineering & Technology, Architecture, Medical and Education/Teacher, Arts Science and Commerce Training Colleges.","","","","","","",""
