-----
{
 "description": "The table shows the Gross Capital Formation from Budgetary Resources of the Central Government of India since the First Five-Year Plan (1951-52 to 1955-56). It gives details of Gross capital formation by the Central Government and Gross financial assistance for capital formation.", 
 "file_name": "tab21.xls", 
 "title": "Download XLS for Gross Capital Formation from Budgetary Resources of the Central Government(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab21.xls"
}
-----
"2.1 GROSS CAPITAL FORMATION FROM BUDGETARY RESOURCES OF THE CENTRAL GOVERNMENT","","","","","","","","","",""
"","","","","","","","","","","(` crore)"
"","Gross capital formation by the","","","","","Gross financial assistance","","","",""
"","Central Government","","","","","for capital formation to","","","",""
"","Fixed","Works","Increase   in","Total","","State","Non-","","",""
"","assets","stores   "," stocks of"," (2+3+4)","","govern-","departmental","Othersb","Total","Total"
"","","","foodgrains","","","ments","commercial",""," (6+7+8)","(5+9)"
"","","","& fertilisers","","","","undertakingsa","","",""
1.0,2.0,3.0,4.0,5.0,"",6.0,7.0,8.0,9.0,10.0
"First Plan(1951-52 to 1955-56)",593.9,9.8,8.6,612.3,"",815.7,81.1,95.9,992.7,1605.0
"Second Plan(1956-57 to 1960-61)",1362.3,8.3,73.9,1444.5,"",1373.2,932.4,154.7,2460.3,3904.8
"Third Plan(1961-62 to 1965-66)",2355.4,99.5,-9.8,2445.1,"",2837.4,1658.8,210.4,4706.6,7151.7
"Annual Plans(1966-67 to 1968-69)",1410.6,12.2,-179.6,1243.2,"",2127.2,1593.5,163.6,3884.3,5127.5
"Fourth Plan(1969-70 to 1973-74)",2857.6,104.1,7.0,2968.7,"",4570.3,2750.8,621.1,7942.2,10910.9
"Fifth Plan(1974-75 to 1978-79)",5222.1,68.0,661.1,5951.2,"",9668.9,9380.8,920.6,19980.3,25931.5
"Sixth Plan(1980-81 to 1984-85)",14148.1,674.6,"na",14822.7,"",25693.3,21288.9,2663.2,49645.4,64468.1
"Seventh Plan(1985-86 to 1989-90)",30728.5,887.6,"na",31616.1,"",61468.5,31643.4,8829.0,101941.0,133557.1
