-----
{
 "description": "The table provides the end of fiscal figures of Foreign Exchange Reserves (Rs. Cr.) since 1950-51. It gives the quantity and value of Reserves including Gold, Reserve Tranche Position (RTP), Special Drawing Rights (SDRs). Also, gives details of the transactions with IMF i.e. Drawals and ...", 
 "file_name": "tab61.xls", 
 "title": "Download XLS for Foreign Exchange Reserves (Rs. Cr.)(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab61.xls"
}
-----
"6.1 (A):  FOREIGN EXCHANGE RESERVES","","","","","","","","","",""
"","","","","","","","","","","(Rs. crore)"
"","Reserves","","","","","","","Transactions with IMF","",""
"End of Fiscal","Gold","","RTP","SDRs","","Foreign Currency Assets","Total  "," Drawals","Repurchasesg","Outstanding repurchage obligations"
""," Tonnes","Rs. crore","Rs. crore","In Millions of SDRs","Rs. crore","Rs. crore","Rs. Crore (3+4+6+7)","","",""
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0
"1950-51",220.0,118.0,"...","...","...",911.0,1029.0,"...","...",48.0
"1951-52",220.0,118.0,"...","...","...",747.0,865.0,"...","...",48.0
"1952-53",220.0,118.0,"...","...","...",763.0,881.0,"...","...",48.0
"1953-54",220.0,118.0,"...","...","...",792.0,910.0,"...",17.0,30.0
"1954-55",220.0,118.0,"...","...","...",774.0,892.0,"...",17.0,13.0
"1955-56",220.0,118.0,"...","...","...",785.0,903.0,"...",7.0,6.0
"1956-57",220.0,118.0,"...","...","...",563.0,681.0,61.0,6.0,61.0
"1957-58",220.0,118.0,"...","...","...",303.0,421.0,35.0,"...",95.0
"1958-59",220.0,118.0,"...","...","...",261.0,379.0,"...","...",95.0
"1959-60",220.0,118.0,"...","...","...",245.0,363.0,"...",24.0,71.0
"1960-61",220.0,118.0,"...","...","...",186.0,304.0,"...",11.0,61.0
"1961-62",220.0,118.0,"...","...","...",180.0,298.0,119.0,61.0,119.0
"1962-63",220.0,118.0,"...","...","...",177.0,295.0,12.0,"...",131.0
"1963-64",220.0,118.0,"...","...","...",188.0,306.0,"...",24.0,107.0
"1964-65",250.0,134.0,"...","...","...",116.0,250.0,48.0,48.0,107.0
"1965-66",216.0,116.0,"...","...","...",182.0,298.0,65.0,36.0,137.0
"1966-67",216.0,183.0,"...","...","...",296.0,479.0,89.0,43.0,313.0
"1967-68",216.0,183.0,"...","...","...",356.0,539.0,68.0,43.0,338.0
"1968-69",216.0,183.0,"...","...","...",391.0,574.0,"...",59.0,279.0
"1969-70",217.0,183.0,"...",123.0,92.0,546.0,821.0,"...",125.0,154.0
"1970-71",216.0,183.0,"...",149.0,112.0,438.0,733.0,"...",154.0,"..."
"1971-72",216.0,183.0,"...",248.0,194.0,480.0,857.0,"...","...","..."
"1972-73",216.0,183.0,"...",247.0,226.0,479.0,888.0,"...","...","..."
"1973-74",216.0,183.0,"...",245.0,230.0,581.0,994.0,62.0,"...",59.0
"1974-75",216.0,183.0,"...",235.0,229.0,611.0,1023.0,485.0,"...",557.0
"1975-76",216.0,183.0,"...",203.0,211.0,1492.0,1886.0,207.0,"...",804.0
"1976-77",223.0,188.0,"...",187.0,192.0,2863.0,3243.0,"...",303.0,492.0
"1977-78",229.0,193.0,"...",162.0,170.0,4500.0,4863.0,"...",249.0,210.0
"1978-79",260.0,220.0,"...",365.0,381.0,5220.0,5821.0,"...",207.0,"..."
"1979-80",266.0,225.0,"...",529.0,545.0,5164.0,5934.0,"...","55 e","..."
"1980-81",267.0,226.0,"...",491.0,497.0,4822.0,5545.0,"274a","5  f",268.0
"1981-82",267.0,226.0,"...",425.0,444.0,3355.0,4025.0,"637b","...",901.0
"1982-83",267.0,226.0,"...",270.0,291.0,4265.0,4782.0,"1893b","...",2867.0
