-----
{
 "description": "This table provides Selected Indicators of Human Development viz. Life expectancy at birth, Infant Mortality Rate, Birth Rate and Death Rate for Major States in India. It provides details with respect to 15 Major states of India in 2011.", 
 "file_name": "tab91.xls", 
 "title": "Download XLS for Selected Indicators of Human Development for Major States in India(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab91.xls"
}
-----
"","","","","","","","","","A121"
"9.1 : SELECTED INDICATORS OF HUMAN DEVELOPMENT FOR MAJOR STATES","","","","","","","","",""
"Sl.No.","State","Life expectancya at birtha (2006-10)","","","Infant Mortality Rate 2011 (per 1000 live births) ","","","Birth rate 2011
 (per 1000)","Death rate 2011
(per 1000)"
"","","","","","","","","",""
"","","Male","Female","Total","Male","Female","Total","Total","Total"
1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0
1.0,"Andhra Pradesh",63.5,68.2,65.8,40.0,46.0,43.0,17.5,7.5
2.0,"Assam",61.0,63.2,61.9,55.0,56.0,55.0,22.8,8.0
3.0,"Bihar",65.5,66.2,65.8,44.0,45.0,44.0,27.7,6.7
4.0,"Gujarat",64.9,69.0,66.8,39.0,42.0,41.0,21.3,6.7
5.0,"Haryana",67.0,69.5,67.0,41.0,48.0,44.0,21.8,6.5
6.0,"Karnataka",64.9,69.7,67.2,34.0,35.0,35.0,18.8,7.1
7.0,"Kerala",71.5,76.9,74.2,11.0,13.0,12.0,15.2,7.0
8.0,"Madhya Pradesh",61.1,63.8,62.4,57.0,62.0,59.0,26.9,8.2
9.0,"Maharashtra",67.9,71.9,69.9,24.0,25.0,25.0,16.7,6.3
10.0,"Odisha",62.2,63.9,63.0,55.0,58.0,57.0,20.1,8.5
11.0,"Punjab",67.4,71.6,69.3,28.0,33.0,30.0,16.2,6.8
12.0,"Rajasthan",64.7,68.3,66.5,50.0,53.0,52.0,26.2,6.7
13.0,"Tamil Nadu",67.1,70.9,68.9,21.0,23.0,22.0,15.9,7.4
14.0,"Uttar Pradesh",61.8,63.7,62.7,55.0,59.0,57.0,27.8,7.9
15.0,"West Bengal",67.4,71.0,69.0,30.0,34.0,32.0,16.3,6.2
"India","",64.6,67.7,66.1,43.0,46.0,44.0,21.8,7.1
"Source : Sample Registration System, Office of the Registrar General, India, Ministry of Home Affairs.","","","","","","","","",""
"Note: aBihar, Madhya Pradesh and Uttar Pradesh excludes Jharkhand, Chhattisgarh and Uttarakhand respectivrly.","","","","","","","","",""
