-----
{
 "description": "The table provides the Plan Outlay by Heads of Development to Centre, States and Union Territories of India. It gives details of Heads of Development-Wise Outlay (amount and percentage share in total distribution) for the years 1985-90 (Seventh Five-Year Plan), 1990-91 and 1991-92 (Annual Plans).", 
 "file_name": "tab26.xls", 
 "title": "Download XLS for  Plan Outlay by Heads of Developement: Centre, States and Union Territories, 1985-92(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/tab2012/tab26.xls"
}
-----
"","2.6 PLAN OUTLAY BY HEADS OF DEVELOPMENT: CENTRE, STATES & UNION TERRITORIES, 1985-92","","","","","",""
"","","Amount (` crore)","","","Percentage distribution","",""
"","","Seventh","Annual","Annual","Seventh","Annual","Annual"
"","Head of development","Plan","Plan","Plan","Plan","Plan","Plan"
"","","1985-90","1990-91","1991-92","1985-90","1990-91","1991-92"
"","","(Actuals)","(Actuals)","(Actuals)","(Actuals)","(Actuals)","(Actuals)"
"",1.0,2.0,3.0,4.0,5.0,6.0,7.0
"I.","Agriculture & allied activities",12792.6,3405.4,3850.5,5.8,5.8,5.9
"II.","Rural development",15246.5,4149.9,4141.6,7.0,7.1,6.4
"III.","Special area programmes",3470.3,986.3,1067.3,1.6,1.7,1.6
"IV.","Irrigation & flood control",16589.9,3974.1,4231.9,7.6,6.8,6.5
"V.","Energy",61689.3,17101.1,19733.6,28.2,29.3,30.5
"","a. Power",37895.3,11387.8,14517.9,17.3,19.5,22.4
"","b. Petroleum",16008.8,3592.1,3339.8,7.3,6.2,5.2
"","c. Coal & lignite",7122.3,1984.8,1709.6,3.3,3.4,2.6
"","d. Non-conventional sources of energy",662.9,136.4,166.3,0.3,0.2,0.3
"VI.","Industry & minerals",29220.3,6374.3,6564.5,13.4,10.9,10.1
"","a. Village & small scale industries",3249.3,877.9,941.2,1.5,1.5,1.5
"","b. Other industries",25971.1,5496.4,5623.3,11.9,9.4,8.7
"VII.","Transport",29548.1,8074.3,9314.0,13.5,13.8,14.4
"","a. Railways",16549.2,4892.8,5393.3,7.6,8.4,8.3
"","b. Others",12998.9,3181.5,3920.7,5.9,5.5,6.1
"VIII.","Communications",8425.5,2948.3,3613.7,3.9,5.1,5.6
"IX.","Science, technology & environment",3023.9,758.7,861.7,1.4,1.3,1.3
"X.","General economic services",2249.6,754.7,843.0,1.0,1.3,1.3
"XI.","Social services",34959.7,9606.6,10298.7,16.0,16.5,15.9
"","a. Education",7685.5,2316.5,2599.0,3.5,4.0,4.0
"","b. Medical & public health",3688.6,1040.8,924.8,1.7,1.8,1.4
"","c. Family welfare",3120.8,782.2,1023.3,1.4,1.3,1.6
"","d. Housing",2722.8,939.8,603.9,1.2,1.6,0.9
"","e. Urban development",2113.4,740.2,748.4,1.0,1.3,1.2
"","f. Other social services",15628.5,3787.1,4399.3,7.1,6.5,6.8
"XII.","General services",1513.8,235.6,230.7,0.7,0.4,0.4
"XIII.","Total (I to XII)",218729.6,58369.3,64751.2,100.0,100.0,100.0
"","","(221435.4)","","","","",""
"","a. Central Plan",127519.6,34254.7,37846.5,58.3,58.7,58.4
"","b. State Plans",87492.4,23116.9,25739.3,40.0,39.6,39.8
"","","(90198.2)","","","","",""
"","c. Union Territory Plans",3717.7,997.7,1165.4,1.7,1.7,1.8
"Source: Planning Comission.","","","","","","",""
"","","","","","","",""
"Notes: 1. As per revised budget classification.","","","","","","",""
"","    2. Figures in brackets are inclusive of expenditure on works financed by central assistance for  natural calamities' relief .","","","","","",""
"","    3. Annual Plan expenditure in respect of some erstwhile Union Territories have been included in State Plans’ figures consequent on","","","","","",""
"","        their attaining Statehood.","","","","","",""
"","    4. Totals may not add up because of rounding.","","","","","",""
"","    5. Expenditure for petrochemical and engineering units under the Ministry of Petroleum and Natural Gas has been excluded from","","","","","",""
"","        Energy and included under Industry and Minerals.","","","","","",""
