-----
{
 "description": "This data pertains to total receipts (sector-wise) of all states including UTs and Union Governments from year 2000 to 2011.", 
 "file_name": "Total_Receipts_FY_2000-11.xls", 
 "title": "Download XLS for Total Receipts FY 2000-11", 
 "url": "http://data.gov.in/sites/default/files/Total_Receipts_FY_2000-11.xls"
}
-----
"Sector","Cat","Identity","FY 00","FY 01","FY 02","FY 03","FY 04","FY 05","FY 06","FY 07","FY 08","FY 09","FY 10","FY 11"
"PAR","A","A UT Puducherry",0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,898.6382,610.2422,835.536,17244.7725
"PAR","B","Andhra Pradesh",20029.2285,24341.0308,22901.2341,40242.2986,41044.1281,74773.1744,83947.25,87521.1031,134299.1872,157537.4527,147497.5853,149915.908
"PAR","B","Arunachal Pradesh",2674.819,5178.5335,3928.9416,4446.3709,5451.2341,3699.8209,6174.5183,8382.5562,13580.9312,22807.645,23119.8822,31942.3072
"PAR","B","Assam",2290.9622,2506.2089,2298.2541,2317.4843,4308.6587,4479.4658,17292.2722,73432.0536,99223.5023,162444.6918,239945.5459,221001.7487
"PAR","B","Bihar",31086.5385,10462.5267,7718.6086,28530.821,21076.0368,41562.0314,95000.5608,89646.2751,85903.4639,151635.6502,190199.7199,140812.1128
"PAR","B","Chattisgarh",0.0,3805.844,14686.3766,17422.6052,20202.7351,27705.2926,31217.3293,43653.8151,46358.4144,51852.2469,66644.2639,71988.0884
"PAR","B","D NCT Delhi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PAR","B","Goa",3433.5397,2691.5605,2788.9575,2860.1318,3511.206,3625.2982,8697.6006,10352.7681,11261.555,14121.022001,11235.6012,14079.9773
"PAR","B","Gujarat",31730.0133,29086.108,25176.2202,23982.2962,30596.5671,44054.7679,91514.3141,116956.6642,142258.673,161304.831,229685.3846,229905.2879
"PAR","B","Haryana",4675.94,5170.2916,5715.6553,9025.2368,16504.9075,37519.738,92159.4006,118005.8122,67895.8101,60557.0065,54446.0162,49703.1862
"PAR","B","Himachal Pradesh",5559.3588,6510.0781,3955.8189,4813.1854,5560.2436,7881.0137,17845.2499,19108.5562,30431.156,38270.4756,40579.1625,34044.3652
