-----
{
 "description": "The table refers to district wise dugwells according to water distribution system. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "Statedgwltab1.8.csv", 
 "title": "Download CSV for District wise Dugwells according to water distribution system for 2nd census of minor irrigation schemes", 
 "url": "http://data.gov.in/sites/default/files/Statedgwltab1.8.csv"
}
-----
"State","District","Sprinkler","Drip Irrigation","Open channel","Under ground channel","Others","Total"
"ANDHRA PRADESH","ADILABAD",754,202,21131,656,2676,25419
"ANDHRA PRADESH","ANANTHAPUR",302,231,51154,2540,1353,55580
"ANDHRA PRADESH","CHITTOOR",941,226,116302,3486,737,121692
"ANDHRA PRADESH","CUDDAPAH",216,76,39933,245,446,40916
"ANDHRA PRADESH","EAST GODAVARI",6,0,1712,23,344,2085
"ANDHRA PRADESH","GUNTUR",15,7,4503,0,7621,12146
"ANDHRA PRADESH","HYDERABAD",0,0,71,0,19,90
"ANDHRA PRADESH","KARIMNAGAR",851,779,184701,7493,4741,198565
"ANDHRA PRADESH","KHAMMAM",93,132,31832,1749,559,34365
"ANDHRA PRADESH","KRISHNA",67,21,15169,21,278,15556
"ANDHRA PRADESH","KURNOOL",81,286,28702,4253,1407,34729
"ANDHRA PRADESH","MAHABOOB NAGAR",368,549,95837,3408,1456,101618
"ANDHRA PRADESH","MEDAK",496,140,59353,2365,3043,65397
"ANDHRA PRADESH","NALGONDA",221,124,107055,4525,742,112667
"ANDHRA PRADESH","NELLORE",166,313,30197,757,895,32328
"ANDHRA PRADESH","NIZAMABAD",141,40,27179,4526,708,32594
"ANDHRA PRADESH","PRAKASAM",153,165,27592,115,349,28374
"ANDHRA PRADESH","RANGA REDDY",522,357,31689,523,1444,34535
"ANDHRA PRADESH","SRIKAKULUM",122,193,32613,1,2150,35079
"ANDHRA PRADESH","VIJAYA NAGARAM",70,26,33483,243,1330,35152
"ANDHRA PRADESH","VISAKHAPATNAM",215,101,24762,4,561,25643
"ANDHRA PRADESH","WARANGAL",974,1310,136189,4804,13283,156560
