-----
{
 "description": "This data indicates major research area at Regional Centre for Biotechnology (RCB).", 
 "file_name": "Major_Research_Area_At_Regional_Centre_For_Biotechnology.xls", 
 "title": "Download XLS for Major Research Area At Regional Centre For Biotechnology", 
 "url": "http://data.gov.in/sites/default/files/Major_Research_Area_At_Regional_Centre_For_Biotechnology.xls"
}
-----
"Sl. No.","Major Research Area "
1.0,"Structural Biology of Immune Recognition, Molecular Mimicry and Allergy."
2.0,"Molecular biology of  thrombosis, coagulation, inflammation, strokes, infractions and ischemia in disease conditions."
3.0,"Engineering of nanomaterials for drug delivery and gene therapy, Exploiting nanomaterials for cancer combination therapy."
4.0,"Mechanisms of Cell Division and Cellular Dynamics."
5.0,"Structural biology of bacterial-host interactions in health and disease, bacterial adhesins, pilus structure and biogenesis, biofilm formation.   "
6.0,"Molecular Biology of infectious and idiopathic inflammation."
7.0,"Ubiquitin mediated signaling in cellular processes."
8.0,"Genetics of Vertebrate Skeletal Muscle Development, Differentiation, Stem Cell-mediated Regeneration, and Disease."
9.0,"Signaling pathways in effector triggered immunity of plant."
