-----
{
 "description": "It provides budget estimates (plan as well non-plan) of 2013-2014 showing variation over revised estimates 2012-2013.", 
 "file_name": "be.xls", 
 "title": "Download XLS for Budget Estimates: 2013-14(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/ub2013-14/eb/be.xls"
}
-----
"","","BUDGET  ESTIMATES  2013-2014","","","",""
"","","","","","",""
"","Budget Estimates of Expenditure for 2013-2014 show a net increase of Rupees 2,34,472 crore over the Revised Estimates.  ","","","","",""
"Non-Plan Expenditure has shown an increase of Rupees 1,08,337 crore and Plan expenditure has increased by Rupees 1,26,135 crore. The Major items where variations have occurred are indicated below:","","","","","",""
"","","","","","",""
"","","","","","","(Rupees  in crores)"
"","","","Budget","Revised","Variation",""
"","","","2012-13","2012-13","Saving(-)/",""
"","","","","","Excess(+)",""
"NON-PLAN","","","","","",""
1.0,"","Interest Payments and ","","","",""
"","","Debt Servicing ",316674.0,370684.0,"(+)",54010.0
2.0,"","Defence Services expenditure",178504.0,203672.0,"(+)",25168.0
3.0,"","Capital Outlay ","","","",""
"","","(excluding Defence)",8102.0,30131.0,"(+)",22029.0
4.0,"","Grants to State Governments",57023.0,76105.0,"(+)",19082.0
5.0,"","Pensions",63836.0,70726.0,"(+)",6890.0
6.0,"","Food Subsidy",85000.0,90000.0,"(+)",5000.0
7.0,"","Police",37131.0,40895.0,"(+)",3764.0
8.0,"","Grants to Foreign Governments",3229.0,4144.0,"(+)",915.0
9.0,"","Transport",2607.0,3541.0,"(+)",934.0
10.0,"","Petroleum subsidy",96880.0,65000.0,"(-)",31880.0
11.0,"","Other Non Plan expenditure",152652.0,155077.0,"(+)",2425.0
"Total Non-Plan Expenditure","","",1001638.0,1109975.0,"(+)",108337.0
"PLAN","","","","","",""
1.0,"","Central Plan",317185.0,419068.0,"(+)",101883.0
2.0,"","Central Assistance for ","","","",""
"","","State and UT Plans",112002.0,136254.0,"(+)",24252.0
"Total Plan Expenditure","","",429187.0,555322.0,"(+)",126135.0
"Total Expenditure ","","","","","",""
"(Plan + Non Plan)","","",1430825.0,1665297.0,"(+)",234472.0
"","","","","","",""
"Non Plan","","","","","",""
1.0,"Increase is mainly due to higher requirement for payment of interest on market loans, discount on cash management bills, treasury bills, market stabilisation scheme and interest on special bonds issued to PLI.","","","","",""
2.0,"Increase is due to higher requirement under capital expenditure by Defence Services.","","","","",""
3.0,"Increase is due to higher  investments in international financial institutions.","","","","",""
4.0,"Increase is largely on account of grants for local bodies, grants for maintenance of roads and bridges and for state specific needs.","","","","",""
5.0,"Increase is due to higher requirement towards pensionary payments by Ministry of Defence.","","","","",""
6.0,"Increase is mainly towards provision for National Food Security.","","","","",""
7.0,"Increase is mainly on account of additional requirement on internal security.","","","","",""
8.0,"Increase is due to higher grants to Bangladesh, Nepal, Sri Lanka, Myanmar and aid to African countries.","","","","",""
9.0,"Increase is mainly on account of maintenance of national highways and subsidy provided to Railways.","","","","",""
10.0,"Decrease is mainly due to less requirement for compensation to oil companies for under recoveries.","","","","",""
"PLAN","","","","","",""
1.0,"Overall increase is due to  increase in Plan allocation of Agriculture, Atomic Energy, Communications and Information Technology, Drinking Water & Sanitation, External Affairs, Finance, Health and Family Welfare, Home Affairs, Human Resources Development, Minority Affairs, Planning, Power, Road Transport and Highways, Rural Development, Science & Technology, Shipping, Space, Tribal Affairs, Water Resources, Women & Child Development and Railways.","","","","",""
2.0,"Overall increase is due to increase in normal Central Assistance, Accelerated Irrigation Benefit Programme, National Social Assistance Programme, Backward Regions Grant Fund, Jawaharlal Nehru National Urban Renewal Mission, Rashtriya Krishi Vikas Yojana and UT Plans.","","","","",""
