-----
{
 "description": "It provides the summary of expenditure of Central Government. Break up for Plan and Non Plan Expenditure is provided under Revenue and Capital heads. It also contains total Central Assistance for State and Union Territory plans.", 
 "file_name": "stat01.xls", 
 "title": "Download XLS for Summary of Expenditure(External Link that opens in a new window)", 
 "url": "http://indiabudget.nic.in/ub2013-14/eb/stat01.xls"
}
-----
"Expenditure Budget Vol. I, 2013-2014","","","","","","","","","","","","",""
"Part I - General","","","","","","","","","","","","",""
"The Summary of Expenditure is given in Statement No.1 and the Expenditure by Ministries/Departments is given in Statement No. 2.","","","","","","","","","","","","",""
3.0,"","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"STATEMENT 1","","","","","","","","","","","","",""
"SUMMARY OF EXPENDITURE","","","","","","","","","","","","",""
"(In crores of Rupees)","","","","","","","","","","","","",""
"","","Actuals 2011-2012","","","Budget 2012-2013","","","Revised 2012-2013","","","Budget 2013-2014","",""
"","","Revenue","Capital","Total","Revenue","Capital","Total","Revenue","Capital","Total","Revenue","Capital","Total"
"","","","","","","","","","","","","",""
1.0,"TOTAL EXPENDITURE (2+3)",1145785.33,158579.65,1304364.98,1286109.25,204816.04,1490925.29,1263072.14,167753.1,1430825.24,1436168.73,229128.59,1665297.32
"","","","","","","","","","","","","",""
2.0,"Non Plan Expenditure",812048.76,79940.94,891989.7,865595.85,104304.44,969900.29,919699.43,81938.77,1001638.2,992908.3,117067.02,1109975.32
"","","","","","","","","","","","","",""
3.0,"Plan Expenditure",333736.57,78638.71,412375.28,420513.4,100511.6,521025.0,343372.71,85814.33,429187.04,443260.43,112061.57,555322.0
"","","","","","","","","","","","","",""
4.0,"Central Assistance for",92460.41,11555.49,104015.9,116984.91,13013.09,129998.0,99601.14,12401.28,112002.42,123221.77,13032.23,136254.0
"","State & UT Plans","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
5.0,"BUDGET SUPPORT FOR",241276.16,67083.22,308359.38,303528.49,87498.51,391027.0,243771.57,73413.05,317184.62,320038.66,99029.34,419068.0
"","CENTRAL PLAN (3-4)","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
6.0,"Resources of Public Enterprises","...",200236.68,200236.68,"...",260482.25,260482.25,"...",238991.86,238991.86,"...",261055.39,261055.39
"","","","","","","","","","","","","",""
7.0,"CENTRAL PLAN (5+6)",241276.16,267319.9,508596.06,303528.49,347980.76,651509.25,243771.57,312404.91,556176.48,320038.66,360084.73,680123.39
